opFECHA;DENOMINACION;DEBE;opID
2019-12-27;avellaneda tx2;2946,97;10209
2019-12-27;palomar;16896,84;10207
2019-12-27;hurlingham tx2;18085,83;10206
2019-12-27;jauretche tx2;22392,07;10205
2019-12-26;berazategui tx2;7452,1;10194
2019-12-26;beccar tx2;20137,63;10191
2019-12-26;olivos tx2;12173,72;10190
2019-12-26;maipu yerbal tx2;7241,97;10189
2019-12-26;lopez tx2;10142,63;10188
2019-12-26;maipu 24 tx2;4231,19;10187
2019-12-25;beiro 4285 tx2;861,39;10186
2019-12-24;estrada tx2;11130,37;10185
2019-12-24;mitre san martin tx2;15392,6;10184
2019-12-24;carrillo tx2;1080,28;10183
2019-12-21;rivadavia tx2;16417,41;10182
2019-12-21;kimi tx2;3542,05;10181
2019-12-21;juan cesar;13094,14;10180
2019-12-21;ort tx2;31924,05;10179
2019-12-21;eva san juan tx2;14192,77;10178
2019-12-21;liniers tx2;7338,9;10177
2019-12-20;ruta 23 tx2;1246,89;10167
2019-12-20;vicente jose tx2;4136,9;10166
2019-12-20;illia santamarina;2368,16;10165
2019-12-20;el jaguel tx2;3953,46;10164
2019-12-19;illia murguiondo;16662,67;10163
2019-12-19;catan tx2;7260,94;10162
2019-12-19;laferrere tx2;14439,76;10161
2019-12-19;san justo tx2;417,76;10160
2019-12-19;balcarce ciudad;24435,51;10159
2019-12-19;santos tx2;9020,48;10158
2019-12-19;moreno tx2;13787,04;10157
2019-12-19;rodriguez tx2;7548,27;10156
2019-12-19;CASA CAMI;800,75;10155
2019-12-19;casares tx2;8181,65;10138
2019-12-19;beiro 4285 tx2;4562,97;10137
2019-12-19;pueyrredon tx2;7547,75;10136
2019-12-19;alberdi tx2;24348,44;10135
2019-12-18;asamblea tx2;4379,45;10134
2019-12-18;san fernando tx2;2797,28;10133
2019-12-18;nestor tx2;4592,16;10115
2019-12-18;silvio serrano;64268,08;10114
2019-12-17;illia santamarina;7980,07;10113
2019-12-17;vicente jose tx2;11685,15;10112
2019-12-17;el jaguel tx2;9925,67;10111
2019-12-17;ruta 23 tx2;5233,39;10110
2019-12-17;martin merlo;4540,81;10109
2019-12-17;nestor tx2;16924,71;10108
2019-12-17;yrigoyen paz;3040,35;10107
2019-12-15;san isidro tx2;9175,43;10106
2019-12-15;santa fe 2648;3214,71;10105
2019-12-15;diego santa fe;8197,34;10104
2019-12-15;santa fe 3480;3852,8;10103
2019-12-13;marcos paz tx2;20143,75;10102
2019-12-13;marcos paz 2158;11195,71;10101
2019-12-13;castillo tx2;2526,02;10100
2019-12-12;florida-martin tx2;18007,37;10074
2019-12-11;linazca tx2;16577,52;10073
2019-12-11;big store;9554,65;10072
2019-12-11;mosconi tx2;17141,54;10071
2019-12-11;3 de febrero tx2;16148,4;10069
2019-12-11;lanus tx2;2998,36;10068
2019-12-11;peron 3513 tx2;9137,89;10067
2019-12-10;mitre san martin tx2;8763,79;10052
2019-12-10;carrillo tx2;4701,85;10051
2019-12-10;marquez tx2;892,15;10050
2019-12-10;san martin tx2;30893,53;10049
2019-12-10;claypole tx2;3414,15;9997
2019-12-10;varela calzada tx2;16090,11;9996
2019-12-10;solano tx2;16367,01;9995
2019-12-10;varela tx2;12167,84;9994
2019-12-10;boedolomas tx2;8132,96;9993
2019-12-10;lomas yrigoyen;14145,94;9992
2019-12-10;san wilde tx2;20456,63;9991
2019-12-09;chacarita tx2;1348,96;9981
2019-12-09;glew tx2;819,5;9980
2019-12-09;avellaneda tx2;4159,51;9979
2019-12-09;necochea ciudad;26054,78;9978
2019-12-09;berazategui tx2;8842,84;9977
2019-12-07;san arieta;6928,68;9974
2019-12-07;josecpaz tx2;6628,3;9973
2019-12-07;avellaneda 1961;14322,19;9972
2019-12-07;glew tx2;15273,51;9971
2019-12-05;cuenca 3119;23687,87;9957
2019-12-05;lopez tx2;3956,94;9956
2019-12-05;martin triunvirato;12348,02;9955
2019-12-05;xeng tx2;6210,89;9954
2019-12-05;pellegrini rodriguez;46313,72;9952
2019-12-05;rodriguez tx2;4457,93;9951
2019-12-04;merlo tx2;16282,34;9933
2019-12-04;moreno tx2;7453,77;9932
2019-12-04;san justo tx2;6426,65;9931
2019-12-04;tapiales tx2;6714,21;9930
2019-12-04;bingocrovara tx2;27076,49;9929
2019-12-04;corrientes 2 tx2;18660,58;9928
2019-12-03;forest 581 tx2;6768,42;9927
2019-12-03;laferrere tx2;17464,33;9926
2019-12-03;catan tx2;7089,05;9925
2019-12-03;achupallas tx2;9693,91;9924
2019-12-02;colon;13981,94;9919
2019-12-02;san fernando tx2;5870,12;9918
2019-12-02;albarellos tx2;21920,44;9917
2019-12-02;la terminal;36729,44;9916
2019-12-01;yrigoyen paz;5252,54;9915
2019-11-30;soler tx2;11186,49;9914
2019-11-30;pueyrredon tx2;7852,05;9913
2019-11-30;san juan tx2;13734,7;9912
2019-11-30;lacroze suarez;6183,54;9911
2019-11-30;asamblea tx2;17326,5;9910
2019-11-28;jose maria moreno tx2;9262,22;9901
2019-11-28;laprida 3744 tx2;8610,55;9900
2019-11-28;rolon tx2;11502,68;9899
2019-11-28;mitre 2230 tx2;1892,48;9898
2019-11-28;independencia tx2;5109,26;9897
2019-11-28;torcuato tx2;2856,5;9896
2019-11-28;alsina tx2;3410,8;9895
2019-11-28;belgrano tx2;4769,24;9894
2019-11-28;castillo tx2;8861,34;9893
2019-11-27;juan mansilla tx2;4193,67;9882
2019-11-27;avellaneda 3431;12777,57;9881
2019-11-27;grand bourg tx2;15747,91;9880
2019-11-27;torcuato tx2;13029,37;9879
2019-11-27;jhonny grand bourg tx2;10855,46;9878
2019-11-27;marcos paz tx2;27364,23;9877
2019-11-27;rivadavia 18029;4134,1;9876
2019-11-27;casares tx2;5751,46;9875
2019-11-27;avenida de mayo tx2;4211,94;9874
2019-11-26;vergara tx2;2580,77;9854
2019-11-26;ciudadela tx2;26253,03;9853
2019-11-26;juramento 1615;13623,28;9852
2019-11-26;monroe tx2;5893,88;9851
2019-11-25;santa fe tx2;6219,59;9840
2019-11-25;santa fe 3480;3161,66;9839
2019-11-24;CASA CAMI;2834,97;9837
2019-11-24;velez sarsfield tx2;11101,72;9835
2019-11-24;claypole tx2;5211,74;9833
2019-11-24;calzada tx2;2462,19;9832
2019-11-24;san wilde tx2;50731,56;9831
2019-11-24;marquez tx2;1678,85;9830
2019-11-24;kimi tx2;9997,43;9829
2019-11-24;lynmartin tx2;13966,72;9828
2019-11-24;alvear ballester;4959,65;9827
2019-11-22;cordoba tx2;6456,28;9826
2019-11-22;santos tx2;11269,57;9825
2019-11-22;peron 3513 tx2;4656,23;9824
2019-11-22;avellaneda tx2;2265,46;9823
2019-11-21;illia santamarina;15665,39;9807
2019-11-21;vicente jose tx2;10632,09;9806
2019-11-20;soler tx2;13927,06;9795
2019-11-20;rodriguez tx2;20952,06;9787
2019-11-20;martin merlo;15260,24;9786
2019-11-20;moreno tx2;15151,15;9785
2019-11-19;yrigoyen paz;6274,67;9784
2019-11-19;celina tx2;10249,39;9783
2019-11-19;peron miguel;7176,77;9782
2019-11-19;mosconi belgrano tx2;11905,2;9781
2019-11-19;lavalle tx2;19395,61;9780
2019-11-18;lanuperon tx2;26447,19;9769
2019-11-18;podesta tx2;4212,13;9768
2019-11-18;merlo tx2;15116,17;9767
2019-11-18;america tx2;18581,13;9766
2019-11-18;congreso coronado tx2;15775,04;9765
2019-11-14;3 de febrero tx2;14000,63;9736
2019-11-14;vergara tx2;30036,03;9735
2019-11-14;jauretche tx2;6717,32;9734
2019-11-13;pueyrredon tx2;566,07;9733
2019-11-13;catan tx2;6915,06;9732
2019-11-13;lafeluro tx2;5440,79;9731
2019-11-13;lafenacional;4680,02;9730
2019-11-13;lujan tx2;10742,93;9729
2019-11-12;yerbal cabildo tx2;12240,87;9719
2019-11-12;maipu yerbal tx2;7214,14;9718
2019-11-12;mitre san martin tx2;12957,48;9717
2019-11-12;olivos tx2;10652,09;9716
2019-11-12;jonte 2313;30031,31;9715
2019-11-12;olavarria tx2;14853,7;9714
2019-11-12;merlo libertador;6610,17;9712
2019-11-12;marquez tx2;3102,22;9711
2019-11-12;CASA CAMI;3167,45;9710
2019-11-12;alsina tx2;6049,58;9709
2019-11-12;belgrano tx2;5258,8;9708
2019-11-12;claypole tx2;1837,97;9694
2019-11-11;juan chivilcoy;87595,02;9693
2019-11-11;veronica tx2;18364,61;9691
2019-11-11;diego santa fe;10533,7;9690
2019-11-11;santa fe 2648;6862,6;9688
2019-11-10;navarro las heras;7610,9;9685
2019-11-10;maipu 24 tx2;7229,14;9684
2019-11-10;lopez tx2;8806,73;9683
2019-11-10;xeng tx2;9678,64;9682
2019-11-08;balcarce ciudad;3926,12;9668
2019-11-08;tapia escobar tx2;1650,27;9667
2019-11-08;san isidro tx2;4260,91;9666
2019-11-08;avenida de mayo tx2;2022,04;9665
2019-11-08;parana adelina;1396,15;9664
2019-11-08;boedo cordoba tx2;1580,4;9663
2019-11-08;beccar tx2;1956,17;9662
2019-11-07;diaz velez 4480;33119,1;9661
2019-11-07;rivadavia 2379 tx2;25833,79;9660
2019-11-07;eduardo rivadavia;8945,86;9659
2019-11-07;katinazca tx2;6041,41;9658
2019-11-07;pueyrredon tx2;2454,03;9657
2019-11-07;ciudadela tx2;757,78;9656
2019-11-06;beccar tx2;9621,6;9638
2019-11-06;parana adelina;3616,17;9637
2019-11-06;avenida de mayo tx2;14941,33;9636
2019-11-06;san isidro tx2;16808,56;9635
2019-11-06;libreria los primos;1243,52;9634
2019-11-06;boedo cordoba tx2;19570,28;9633
2019-11-06;tapia escobar tx2;12450,41;9573
2019-11-06;castillo tx2;4782,33;9572
2019-11-05;perfumeria triunvirato;4664,12;9561
2019-11-05;libreria origami;7197,92;9559
2019-11-05;rivadavia tx2;3941,13;9558
2019-11-05;choy tx2;2173,82;9557
2019-11-05;quilmes tx2;13129,36;9555
2019-11-05;quilmes yrigoyen tx2;18652,31;9554
2019-11-05;la terminal;7957,96;9536
2019-11-04;martin triunvirato;13934,05;9535
2019-11-04;noi tx2;10269,64;9534
2019-11-04;cobo tx2;17501,61;9533
2019-11-04;rioja 2074;15874,57;9532
2019-11-04;cordoba tx2;5886,4;9531
2019-11-04;yrigoyen paz;2379,19;9530
2019-11-04;moreno tx2;15552;9529
2019-11-04;pellegrini rodriguez;33489,8;9528
2019-11-04;rodriguez tx2;11163,66;9527
2019-11-03;julieta lanus tx2;5665,75;9520
2019-11-03;lanus tx2;14574,91;9519
2019-11-03;peron 3513 tx2;11932,04;9518
2019-11-03;alberdi tx2;13863,23;9517
2019-11-03;franco 5827;22393,8;9516
2019-11-01;caucete;13097,46;9497
2019-11-01;albardon;32838,54;9496
2019-11-01;illia murguiondo;21863,88;9495
2019-11-01;tapiales tx2;14600,82;9494
2019-10-31;belgrano tx2;14786,04;9492
2019-10-31;alsina tx2;4453;9491
2019-10-31;laferrere tx2;8400,7;9490
2019-10-31;moron belgrano tx2;12904,26;9489
2019-10-31;casares tx2;10008,3;9466
2019-10-30;martin merlo;7662,47;9461
2019-10-30;balcarce ciudad;22506,2;9460
2019-10-30;mercedes tx2;31538,57;9459
2019-10-30;illia santamarina;31515,28;9457
2019-10-30;el jaguel tx2;9858,71;9456
2019-10-30;vicente jose tx2;1273,51;9455
2019-10-30;illia french;5975,06;9454
2019-10-29;gaona 2665 tx2;2753,13;9448
2019-10-29;lynmartin tx2;1526,21;9447
2019-10-29;san moron tx2;6619,56;9446
2019-10-29;san arieta;17497,88;9445
2019-10-29;bingocrovara tx2;1763,95;9444
2019-10-29;cesar;13266,34;9443
2019-10-29;merlo tx2;160,3;9438
2019-10-29;marcos paz 2158;2730,36;9437
2019-10-28;beiro 4285 tx2;961,82;9436
2019-10-28;estrada tx2;3470,38;9435
2019-10-28;carrillo tx2;10342,76;9434
2019-10-28;varela calzada tx2;5466,24;9433
2019-10-28;san martin tx2;17318,79;9432
2019-10-28;belgrano tx2;1717,64;9431
2019-10-28;saladillo tx2;3464,86;9430
2019-10-28;la terminal;24799,88;9429
2019-10-26;varela tx2;14331,05;9426
2019-10-26;claypole tx2;8070,86;9425
2019-10-26;bocuzzi tx2;16520,49;9424
2019-10-25;merlo tx2;12473,23;9423
2019-10-25;marcos paz 2158;45931,36;9422
2019-10-25;glew tx2;9171,17;9421
2019-10-25;gaona 2665 tx2;5248,99;9420
2019-10-25;riva 7579 tx2;31021,36;9419
2019-10-25;beiro 4285 tx2;18445,09;9418
2019-10-25;torcuato tx2;21459,14;9417
2019-10-25;avellaneda 3431;13268,12;9416
2019-10-25;avellaneda 3003;10813,58;9415
2019-10-23;santa fe tx2;5554,89;9395
2019-10-23;santa fe 3480;5183,56;9394
2019-10-23;avellaneda tx2;3873,52;9393
2019-10-23;DOLORES PCIA,;41781,46;9392
2019-10-23;saladillo tx2;54410,99;9391
2019-10-23;avenida de mayo tx2;7225,31;9390
2019-10-23;rodriguez tx2;14755,6;9389
2019-10-23;moreno tx2;12908,81;9388
2019-10-22;ort tx2;17587,05;9371
2019-10-22;chacarita tx2;4869,35;9370
2019-10-22;forest 581 tx2;5008,9;9369
2019-10-22;estrada santa fe tx2;4884,85;9368
2019-10-22;pueyrredon tx2;1718,43;9367
2019-10-21;cordoba tx2;433,58;9354
2019-10-21;vicente grande tx2;3486,78;9353
2019-10-21;mitre 2230 tx2;11592,44;9352
2019-10-21;munro mitre tx2;3121,71;9351
2019-10-21;san fernando tx2;16226,98;9350
2019-10-21;colon;13733,27;9349
2019-10-21;rivadavia 18029;12262,88;9348
2019-10-21;ciudadela tx2;22047,96;9347
2019-10-20;monroe tx2;5593,54;9334
2019-10-20;cabildo 3520;3850,08;9333
2019-10-20;cabildo 1757;6776,68;9332
2019-10-19;libreria stockler;2520,11;9331
2019-10-19;eva san juan tx2;5834,59;9330
2019-10-17;mosconi tx2;2244,25;9323
2019-10-17;lomas yrigoyen;2011,33;9321
2019-10-17;banfield tx2;7541,78;9320
2019-10-17;nico lomas tx2;27251,14;9319
2019-10-17;zarate independencia tx2;28453,94;9318
2019-10-17;yrigoyen paz;12968,89;9317
2019-10-17;marcos paz tx2;15251,23;9316
2019-10-16;balcarce ciudad;14427,15;9303
2019-10-16;santos tx2;6945,71;9302
2019-10-16;independencia tx2;4938,77;9289
2019-10-16;soler tx2;13224,22;9288
2019-10-15;martin merlo;11608,69;9287
2019-10-15;ruta 23 tx2;2445,62;9286
2019-10-15;nestor tx2;22364,64;9285
2019-10-15;berazategui tx2;5613,17;9282
2019-10-15;castillo tx2;4682,15;9281
2019-10-14;tapia escobar tx2;8689,82;9275
2019-10-14;marquez tx2;1935,68;9269
2019-10-14;lacroze suarez;16178,09;9268
2019-10-13;asamblea tx2;14540,39;9267
2019-10-13;lynmartin tx2;7079,97;9266
2019-10-13;mitre san martin tx2;7564,95;9265
2019-10-13;mosconi tx2;14478,71;9264
2019-10-10;la terminal;14408,85;9262
2019-10-10;silvio serrano;15023,23;9261
2019-10-10;lafeluro tx2;5296,13;9259
2019-10-10;catan tx2;6773,48;9258
2019-10-10;laferrere tx2;8973,06;9257
2019-10-10;necochea ciudad;40845,4;9256
2019-10-10;moreno tx2;14187,71;9255
2019-10-10;rodriguez tx2;6911,91;9254
2019-10-10;belgrano tx2;1686,72;9253
2019-10-10;josecpaz tx2;12566,63;9235
2019-10-10;jose maria moreno tx2;17150;9234
2019-10-10;luis lavalle tx2;14377,13;9233
2019-10-09;moron belgrano tx2;3915,95;9231
2019-10-09;alsina tx2;6116,46;9230
2019-10-08;CASA CAMI;551,8;9218
2019-10-08;villegas moron;36172,91;9217
2019-10-08;soler tx2;13485,3;9216
2019-10-08;belgrano tx2;5416,77;9215
2019-10-07;jauretche tx2;13842,23;9205
2019-10-07;hurlingham tx2;8332,18;9204
2019-10-07;palomar;23355,25;9203
2019-10-07;cecilia tx2;8891,72;9202
2019-10-07;vergara tx2;1652,26;9201
2019-10-07;gerardo tx2;1214,8;9200
2019-10-07;3 de febrero tx2;19988,47;9199
2019-10-07;america tx2;3190,99;9198
2019-10-07;pueyrredon tx2;801,52;9197
2019-10-07;diaz velez 4480;2304,85;9196
2019-10-07;diego santa fe;2200,84;9195
2019-10-07;santa fe 2648;2628,97;9194
2019-10-07;atucha tx2;3927,41;9185
2019-10-07;bingocrovara tx2;1250,35;9184
2019-10-07;yrigoyen paz;2429,32;9183
2019-10-07;mercedes tx2;1731,26;9182
2019-10-07;lujan tx2;1707,43;9181
2019-10-06;cordoba tx2;7445,77;9180
2019-10-03;cesar;8078,6;9167
2019-10-03;america tx2;18362,18;9166
2019-10-03;avellaneda 1961;3638,21;9165
2019-10-03;yrigoyen paz;5982,74;9164
2019-10-03;pueyrredon tx2;6500,16;9163
2019-10-03;rivadavia 3986;1603,04;9162
2019-10-03;diaz velez 4480;4957,12;9161
2019-10-03;azul tx2;19415,88;9160
2019-10-03;navarro las heras;10451,11;9159
2019-10-03;moron belgrano tx2;13763,94;9158
2019-10-03;bingocrovara tx2;4043,23;9157
2019-10-02;diego santa fe;7921,6;9137
2019-10-02;crovara 1423 tx2;2422,92;9136
2019-10-02;santa fe 2648;6728,61;9135
2019-10-01;rolon tx2;9031,24;9134
2019-10-01;avellaneda 3431;11902,97;9133
2019-10-01;atucha tx2;16084,75;9132
2019-10-01;avenida de mayo tx2;4706,61;9131
2019-10-01;lujan tx2;10584,58;9130
2019-09-30;san arieta;5147,22;9109
2019-09-30;illia arieta tx2;11274,36;9108
2019-09-30;san moron tx2;14447,41;9107
2019-09-30;lomas rosas;1359,03;9106
2019-09-30;rivadavia tx2;10445,02;9105
2019-09-30;libreria stockler;2247,05;9104
2019-09-29;CASA CAMI;2555,67;9103
2019-09-29;martin 2521 tx2;23375,84;9102
2019-09-29;tapiales tx2;10608,32;9100
2019-09-29;mercedes tx2;17086,79;9099
2019-09-29;quilmes tx2;20935,37;9098
2019-09-29;mitre 2230 tx2;6618,81;9097
2019-09-29;alvear ballester;6107,11;9096
2019-09-26;lopez tx2;8753,88;9094
2019-09-26;cabildo 3520;11473,94;9093
2019-09-26;yerbal cabildo tx2;8024,7;9092
2019-09-26;avellaneda tx2;2113,87;9081
2019-09-26;merlo libertador;16869,33;9080
2019-09-25;bingocrovara tx2;1350,81;9079
2019-09-25;el jaguel tx2;9104,24;9078
2019-09-25;illia santamarina;16515,14;9077
2019-09-25;illia french;10295,7;9076
2019-09-25;vicente grande tx2;23013,78;9075
2019-09-25;san isidro tx2;12604,18;9074
2019-09-25;wang tx2;16071,09;9073
2019-09-25;juan mansilla tx2;1943,19;9072
2019-09-25;maipu yerbal tx2;9551,61;9071
2019-09-25;beccar tx2;6928,01;9070
2019-09-25;torcuato tx2;21177,03;9069
2019-09-25;moreno tx2;9329,41;9068
2019-09-25;rodriguez tx2;6623,76;9067
2019-09-25;pellegrini rodriguez;38785,9;9066
2019-09-25;castillo tx2;2684,98;9065
2019-09-25;calzada tx2;4503,16;9052
2019-09-24;matias peroni;906,29;9032
2019-09-23;podesta tx2;7697,31;9031
2019-09-23;xeng tx2;6608,18;9030
2019-09-23;kimi tx2;13604,41;9029
2019-09-22;berazategui tx2;4805,15;8969
2019-09-22;adrogue tx2;13565,5;8968
2019-09-22;libreria stockler;4522,92;8966
2019-09-19;carrillo tx2;12507,38;8942
2019-09-19;san martin tx2;20028,76;8941
2019-09-19;mitre san martin tx2;13094,38;8940
2019-09-19;vergara tx2;22404,26;8937
2019-09-19;marcos paz tx2;3028,65;8936
2019-09-19;bingocrovara tx2;3944,69;8927
2019-09-18;la terminal;21535,05;8920
2019-09-18;gaona tx2;2020,12;8919
2019-09-18;peron 3513 tx2;1798,37;8917
2019-09-18;katinazca tx2;1287,99;8916
2019-09-18;gaona 2665 tx2;320,61;8915
2019-09-18;veronica tx2;3519,95;8914
2019-09-18;beiro 4285 tx2;2212,17;8913
2019-09-18;independencia tx2;165,47;8912
2019-09-18;yrigoyen paz;563,64;8911
2019-09-18;casares tx2;3926,41;8910
2019-09-18;soler tx2;3321,16;8909
2019-09-18;marcos paz tx2;5152,06;8908
2019-09-18;catan tx2;1516,18;8907
2019-09-18;mitre avellaneda tx2;1940,47;8906
2019-09-18;alsina tx2;1342,87;8905
2019-09-18;santos tx2;1322,23;8904
2019-09-18;balcarce ciudad;6256,44;8903
2019-09-18;big store;8786,09;8887
2019-09-18;avellaneda 1961;21750,3;8883
2019-09-18;jhonny grand bourg tx2;14196,57;8881
2019-09-18;laferrere tx2;15151,84;8880
2019-09-17;pilar miguel tx2;13549,89;8878
2019-09-17;bocuzzi tx2;20397,05;8877
2019-09-17;tapia escobar tx2;9594,39;8876
2019-09-17;adrogue tx2;6623,63;8875
2019-09-17;claypole tx2;8486,14;8874
2019-09-17;solano tx2;5324,64;8873
2019-09-17;pilar rivadavia tx2;16760,75;8872
2019-09-17;celina tx2;12560,2;8871
2019-09-16;veronica tx2;18872,45;8851
2019-09-16;illia murguiondo;28956,66;8850
2019-09-16;marcos paz tx2;13674,44;8849
2019-09-15;beiro 4285 tx2;3366,33;8847
2019-09-15;mitre avellaneda tx2;3130,9;8846
2019-09-15;independencia tx2;2388,85;8845
2019-09-15;galicia tx2;22156,52;8844
2019-09-15;soler tx2;7590,91;8843
2019-09-15;balcarce ciudad;62685,63;8842
2019-09-15;matias peroni;1904,28;8841
2019-09-15;silvio serrano;29958,46;8840
2019-09-13;yrigoyen paz;5085,41;8837
2019-09-13;santos tx2;7746,1;8836
2019-09-12;moreno tx2;1902,81;8823
2019-09-12;lomas yrigoyen;7188,27;8822
2019-09-12;calzada tx2;11795,11;8821
2019-09-12;katinazca tx2;7454,62;8820
2019-09-12;gaona 2665 tx2;3873,8;8819
2019-09-12;bingocrovara tx2;1176,82;8818
2019-09-12;castillo tx2;2104,32;8817
2019-09-12;8000 tx2;2067,88;8815
2019-09-12;peron 3513 tx2;21692,35;8813
2019-09-12;catan tx2;4916,1;8812
2019-09-12;casares tx2;10593,04;8811
2019-09-12;alsina tx2;7325,99;8810
2019-09-11;moreno tx2;14728,14;8794
2019-09-11;saladillo tx2;1339,47;8793
2019-09-09;gaona tx2;766,89;8790
2019-09-09;lynmartin tx2;1496,65;8789
2019-09-09;asamblea tx2;16112,4;8788
2019-09-09;san arieta;7821,22;8787
2019-09-07;beiro 4362;13855,08;8779
2019-09-07;cabildo 3453;12882,49;8778
2019-09-07;juan cesar;14600,69;8776
2019-09-07;cabildo 4539 tx2;14119,78;8775
2019-09-07;corrientes 5851;12970,53;8774
2019-09-07;rioja 2074;29790,85;8773
2019-09-07;jose maria moreno tx2;8256,19;8772
2019-09-07;san cristobal tx2;17357,75;8771
2019-09-06;saladillo tx2;52090,24;8758
2019-09-06;mosconi tx2;5165,83;8757
2019-09-05;san wilde tx2;27958,29;8748
2019-09-05;belgrano tx2;11140,98;8747
2019-09-05;tres arroyos PCIA tx2;14504,89;8745
2019-09-05;alberdi tx2;641,21;8744
2019-09-05;monroe tx2;548,37;8743
2019-09-05;florida-martin tx2;5340,08;8742
2019-09-05;chacarita tx2;1567,82;8741
2019-09-05;asamblea tx2;957,74;8740
2019-09-05;lujan tx2;1071,73;8739
2019-09-05;hurlingham tx2;937,7;8738
2019-09-05;moron belgrano tx2;17265,99;8721
2019-09-04;matias peroni;2112,11;8720
2019-09-04;jauretche tx2;4661,74;8719
2019-09-04;3 de febrero tx2;1396,89;8718
2019-09-04;josecpaz tx2;2150,14;8717
2019-09-04;urquiza tx2;945,73;8716
2019-09-04;corrientes 2 tx2;1104,84;8715
2019-09-04;rodriguez tx2;11342,34;8714
2019-09-04;pablo alberdi tx2;7527,58;8713
2019-09-03;pto lacroze;4443,42;8709
2019-09-03;tres arroyos PCIA tx2;39000,35;8705
2019-09-03;lujan tx2;7625,88;8704
2019-09-02;la terminal;34154,39;8703
2019-09-02;monroe tx2;8856,13;8702
2019-09-02;urquiza tx2;4066,96;8701
2019-09-02;ciudadela tx2;27552,05;8700
2019-09-02;alberdi tx2;10063,51;8698
2019-09-02;arribeños tx2;39707,96;8697
2019-09-01;CASA CAMI;4409,28;8696
2019-09-01;dorrego olavarria;7423,92;8694
2019-09-01;florida-martin tx2;8610,53;8693
2019-09-01;corrientes 2 tx2;6019,07;8692
2019-09-01;chacarita tx2;3818,08;8691
2019-08-31;asamblea tx2;7322,51;8690
2019-08-29;gaona tx2;584,97;8671
2019-08-29;franco 5827;7602,69;8670
2019-08-29;hurlingham tx2;2428,28;8669
2019-08-29;jauretche tx2;16666,58;8668
2019-08-29;3 de febrero tx2;10225,16;8667
2019-08-28;colon;7451,86;8664
2019-08-28;san fernando tx2;9528,41;8663
2019-08-28;juan mansilla tx2;4517,03;8662
2019-08-28;avellaneda 3431;12730,59;8661
2019-08-28;albarellos tx2;14111,19;8660
2019-08-28;josecpaz tx2;11544,1;8659
2019-08-28;pacheco tx2;17563,9;8658
2019-08-28;moron belgrano tx2;7392,04;8657
2019-08-27;catan tx2;9408,51;8639
2019-08-27;beccar tx2;4966,97;8638
2019-08-27;lopez tx2;7392,68;8637
2019-08-27;maipu 62 tx2;22205,34;8636
2019-08-27;marquez tx2;3295,77;8635
2019-08-27;maipu 24 tx2;2425,55;8634
2019-08-27;luisa tx2;32509,85;8633
2019-08-27;cabildo 1757;8028,78;8632
2019-08-27;santa fe 2648;3948,49;8631
2019-08-27;santa fe 3480;1547,13;8630
2019-08-27;lacroze suarez;3733,42;8629
2019-08-27;illia tx2;12371,78;8628
2019-08-27;santa fe tx2;12926,21;8627
2019-08-27;illia arieta tx2;32318,49;8626
2019-08-27;diego santa fe;8462,03;8625
2019-08-26;david;49808,74;8617
2019-08-26;claypole tx2;1215,24;8616
2019-08-26;varela tx2;8447,59;8615
2019-08-26;nico lomas tx2;10433,47;8613
2019-08-26;laferrere tx2;2686,63;8612
2019-08-26;bingocrovara tx2;15244,14;8611
2019-08-26;ruta 23 tx2;1918,15;8610
2019-08-26;nestor tx2;7388,55;8609
2019-08-25;mitre 2230 tx2;28255,07;8598
2019-08-24;beiro 4285 tx2;3320,68;8597
2019-08-24;mitre san martin tx2;9720,78;8596
2019-08-24;san martin tx2;12654,36;8595
2019-08-24;carrillo tx2;1194,19;8594
2019-08-23;cordoba tx2;11264,21;8592
2019-08-23;gaona tx2;1909,62;8591
2019-08-22;san arieta;4020,9;8560
2019-08-22;crovara 1423 tx2;5754,43;8559
2019-08-22;tapiales tx2;11942,85;8558
2019-08-22;marcos paz tx2;12169,27;8557
2019-08-22;cesar;13216;8556
2019-08-22;merlo tx2;20970,7;8555
2019-08-22;belgrano tx2;2304,08;8553
2019-08-22;alsina tx2;3209,53;8552
2019-08-21;linazca tx2;5338,32;8547
2019-08-21;nazca 2968 tx2;31396,92;8546
2019-08-21;mosconi tx2;11285,88;8545
2019-08-21;berazategui tx2;3217,41;8544
2019-08-21;peron 3513 tx2;1314,46;8543
2019-08-21;san wilde tx2;6679,34;8542
2019-08-21;alsina tx2;1512,36;8541
2019-08-21;santos tx2;4527,83;8540
2019-08-21;yrigoyen paz;11442,61;8539
2019-08-20;berazategui tx2;2450,99;8523
2019-08-20;laferrere tx2;649,08;8522
2019-08-20;illia santamarina;17146,37;8521
2019-08-20;vicente jose tx2;19362,47;8520
2019-08-20;illia french;18546,61;8519
2019-08-20;avellaneda tx2;3925,38;8518
2019-08-20;tapia escobar tx2;21550,54;8517
2019-08-19;liniers tx2;5436,2;8500
2019-08-19;xeng tx2;8103,28;8499
2019-08-19;estrada santa fe tx2;2985,37;8498
2019-08-19;martin triunvirato;19816,88;8497
2019-08-19;pilar miguel tx2;3010,9;8496
2019-08-19;kimi tx2;9235,91;8495
2019-08-19;berazategui tx2;9929,02;8491
2019-08-19;cuenca tz2;13048,06;8490
2019-08-19;soler tx2;12450,31;8489
